时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-231607,9,Z,+000002.8
20250120-231607,10,X,-000005.2
20250120-231607,10,Z,-000003.3
20250120-231607,12,X,-000003.0
20250120-231607,12,Z,-000006.7
20250120-231607,14,X,+000005.7
20250120-231607,14,Y,+000003.7
20250120-231607,14,Z,-000006.8
20250120-231607,10,X,-000002.6
20250120-231608,0,Y,+000003.2
20250120-231608,0,Z,+000003.5
20250120-231608,1,X,+000003.3
20250120-231608,1,Z,+000003.3
20250120-231608,2,X,-000003.7
20250120-231608,2,Y,+000006.1
20250120-231608,3,X,-000003.6
20250120-231608,3,Z,+000003.6
20250120-231608,4,Y,-000004.5
20250120-231608,4,Z,+000003.9
20250120-231608,5,Y,-000007.6
20250120-231608,5,Z,-000003.9
20250120-231608,7,X,+000005.3
20250120-231608,7,Y,-000004.5
20250120-231608,9,Z,-000003.4
20250120-231608,10,Y,+000005.6
20250120-231608,10,Z,+000003.7
20250120-231608,11,Z,-000004.3
20250120-231608,12,X,-000003.0
20250120-231608,12,Y,-000003.1
20250120-231608,13,Z,-000004.4
20250120-231608,15,Y,+000006.2
20250120-231608,10,X,-000002.8
20250120-231609,10,X,-000002.5
20250120-231610,10,X,-000002.7
20250120-231610,0,X,-000005.3
20250120-231610,0,Y,-000003.8
20250120-231610,1,Z,-000004.8
20250120-231610,2,X,-000002.9
20250120-231610,4,Z,+000004.7
20250120-231610,5,X,+000003.6
20250120-231610,5,Y,-000004.9
20250120-231610,5,Z,+000003.8
20250120-231610,6,Y,-000003.2
20250120-231610,6,Z,+000003.3
20250120-231610,7,X,+000008.8
20250120-231610,7,Y,-000003.3
20250120-231610,9,Y,+000007.3
20250120-231610,10,Y,+000004.4
20250120-231610,10,Z,+000003.7
20250120-231610,12,X,+000006.3
20250120-231610,12,Z,-000002.8
20250120-231610,13,X,+000005.1
20250120-231610,13,Z,-000002.8
20250120-231610,14,X,+000006.5
20250120-231610,14,Y,+000003.3
20250120-231610,10,Y,+000002.5
20250120-231611,1,Y,+000003.2
20250120-231611,2,Y,-000003.2
20250120-231611,2,Z,-000008.7
20250120-231611,3,Y,+000006.1
20250120-231611,4,Z,-000003.1
20250120-231611,5,X,+000003.3
20250120-231611,5,Y,+000003.2
20250120-231611,7,X,+000003.0
20250120-231611,8,Z,-000002.8
20250120-231611,9,Y,+000002.7
20250120-231611,9,Z,-000003.8
20250120-231611,10,X,-000003.7
20250120-231611,10,Z,+000002.9
20250120-231611,12,Y,-000003.5
20250120-231611,13,Z,+000003.0
20250120-231611,14,X,+000003.0
20250120-231611,14,Z,-000004.1
20250120-231611,15,X,-000004.3
20250120-231612,0,Z,+000004.3
20250120-231612,1,X,+000002.9
20250120-231612,1,Y,-000003.0
20250120-231612,3,X,+000003.8
20250120-231612,4,Y,+000004.4
20250120-231612,4,Z,-000006.6
20250120-231612,5,X,+000003.6
20250120-231612,5,Z,-000003.2
20250120-231612,7,Z,-000003.9
20250120-231612,8,X,+000005.7
20250120-231612,8,Y,-000002.9
20250120-231612,8,Z,-000002.8
20250120-231612,9,X,+000005.5
20250120-231612,9,Y,-000003.6
20250120-231612,10,X,-000007.9
20250120-231612,10,Z,+000003.7
20250120-231612,14,X,+000003.4
20250120-231612,14,Y,-000004.1
20250120-231612,15,Y,-000003.5
20250120-231612,10,X,-000002.9
20250120-231613,0,Y,-000003.0
20250120-231613,0,Z,-000005.4
20250120-231613,2,Y,-000002.9
20250120-231613,3,Y,+000003.7
20250120-231613,4,Y,-000003.7
20250120-231613,4,Z,+000003.1
20250120-231613,5,X,-000003.3
20250120-231613,5,Z,-000006.7
20250120-231613,6,X,-000005.0
20250120-231613,7,Z,+000003.1
20250120-231613,8,X,+000004.2
20250120-231613,10,X,-000004.4
20250120-231613,10,Z,+000002.5
20250120-231613,12,X,+000004.3
20250120-231613,13,Z,+000004.5
20250120-231613,14,X,+000004.5
20250120-231613,14,Z,-000002.9
20250120-231613,15,X,+000005.0
20250120-231613,15,Z,-000004.8
20250120-231614,0,Z,+000002.8
20250120-231614,1,X,+000002.5
20250120-231614,2,X,+000004.1
20250120-231614,3,Y,+000003.0
20250120-231614,4,Z,-000005.8
20250120-231614,5,X,+000004.4
20250120-231614,5,Y,+000003.2
20250120-231614,7,Y,-000004.9
20250120-231614,7,Z,+000005.8
20250120-231614,8,Y,+000003.3
20250120-231614,9,X,-000006.6
20250120-231614,9,Y,+000005.0
20250120-231614,9,Z,+000003.2
20250120-231614,12,Y,-000004.6
20250120-231614,12,Z,-000008.7
20250120-231614,13,X,+000002.7
20250120-231614,13,Z,+000003.8
20250120-231614,14,X,+000003.8
20250120-231614,14,Y,-000003.3
20250120-231614,14,Z,+000004.9
20250120-231614,15,Z,+000004.5
20250120-231615,0,Z,+000002.8
20250120-231615,1,X,+000003.3
20250120-231615,1,Y,-000005.8
20250120-231615,2,X,+000006.4
20250120-231615,2,Z,+000003.3
20250120-231615,3,X,-000002.8
20250120-231615,3,Z,-000003.0
20250120-231615,4,X,-000004.3
20250120-231615,4,Y,+000005.6
20250120-231615,4,Z,+000003.5
20250120-231615,5,X,+000005.2
20250120-231615,5,Z,-000004.3
20250120-231615,6,Y,-000003.2
20250120-231615,6,Z,-000005.2
20250120-231615,7,Y,+000003.7
20250120-231615,8,X,+000006.1
20250120-231615,8,Z,+000003.0
20250120-231615,9,Y,-000003.6
20250120-231615,9,Z,-000004.9
20250120-231615,10,X,+000007.6
20250120-231615,10,Y,-000006.1
20250120-231615,10,Z,+000003.7
20250120-231615,12,X,-000005.0
20250120-231615,12,Y,+000005.9
20250120-231615,13,X,-000004.2
20250120-231615,13,Z,-000003.6
20250120-231615,14,Y,+000008.7
20250120-231615,15,X,+000003.4
20250120-231616,0,X,+000002.8
20250120-231616,2,X,-000002.9
20250120-231616,2,Y,-000002.9
20250120-231616,3,X,-000005.1
20250120-231616,4,Y,+000006.0
20250120-231616,4,Z,+000009.3
20250120-231616,7,X,-000003.2
20250120-231616,8,Z,-000002.8
20250120-231616,10,Z,-000004.1
20250120-231616,11,X,-000004.0
20250120-231616,12,Z,+000003.0
20250120-231616,13,Y,+000004.2
20250120-231616,14,X,-000003.2
20250120-231617,0,X,+000005.1
20250120-231617,0,Z,-000003.8
20250120-231617,2,X,+000004.5
20250120-231617,2,Y,-000002.9
20250120-231617,2,Z,-000004.0
20250120-231617,4,Z,+000004.3
20250120-231617,6,X,-000005.4
20250120-231617,6,Z,+000002.5
20250120-231617,7,X,+000003.0
20250120-231617,8,X,+000002.6
20250120-231617,9,X,-000003.5
20250120-231617,10,X,-000004.4
20250120-231617,11,Z,+000006.2
20250120-231617,12,X,-000008.1
20250120-231617,12,Z,-000003.6
20250120-231617,13,Z,-000004.8
20250120-231617,14,Y,-000002.9
20250120-231617,15,X,-000005.1
20250120-231617,15,Z,+000010.0
20250120-231618,0,X,-000005.0
20250120-231618,1,Z,-000005.2
20250120-231618,2,X,-000006.8
20250120-231618,2,Z,-000005.2
20250120-231618,3,Y,-000002.9
20250120-231618,4,X,+000003.0
20250120-231618,7,Z,+000002.7
20250120-231618,8,Y,+000003.7
20250120-231618,10,Y,-000003.0
20250120-231618,11,X,-000003.6
20250120-231618,13,X,-000003.5
20250120-231618,13,Y,+000002.7
20250120-231618,14,Y,-000003.7
20250120-231618,15,X,+000006.1
20250120-231618,15,Y,+000004.3
20250120-231620,1,Y,+000003.9
20250120-231620,1,Z,-000005.6
20250120-231620,2,X,+000002.5
20250120-231620,2,Z,+000003.7
20250120-231620,3,X,-000004.7
20250120-231620,4,X,-000002.8
20250120-231620,4,Y,+000002.9
20250120-231620,4,Z,-000003.9
20250120-231620,5,Z,-000006.7
20250120-231620,6,Y,+000003.0
20250120-231620,8,X,+000003.0
20250120-231620,8,Y,+000003.7
20250120-231620,8,Z,-000004.4
20250120-231620,9,Y,+000003.4
20250120-231620,10,X,-000003.7
20250120-231620,10,Z,-000003.7
20250120-231620,11,Z,-000002.8
20250120-231620,12,X,-000004.6
20250120-231620,14,Z,-000002.9
20250120-231623,1,X,+000005.6
20250120-231623,1,Y,+000003.9
20250120-231623,2,Z,-000003.6
20250120-231623,3,Y,-000002.9
20250120-231623,4,Y,-000003.7
20250120-231623,5,Y,-000006.5
20250120-231623,5,Z,+000008.1
20250120-231623,6,X,+000003.5
20250120-231623,6,Z,-000004.0
20250120-231623,8,Y,+000008.0
20250120-231623,9,X,+000005.1
20250120-231623,13,Z,-000002.8
20250120-231623,14,X,-000004.0
20250120-231623,14,Z,-000002.5
20250120-231623,0,X,-000002.6
20250120-231623,0,Y,-000003.8
20250120-231623,1,Z,-000003.3
20250120-231623,2,Y,-000004.8
20250120-231623,2,Z,-000003.3
20250120-231623,3,X,-000003.2
20250120-231623,4,Y,-000003.7
20250120-231623,5,Y,+000007.1
20250120-231623,5,Z,+000003.4
20250120-231623,6,X,+000002.7
20250120-231623,9,X,+000002.7
20250120-231623,9,Y,-000005.1
20250120-231623,9,Z,-000003.0
20250120-231623,10,X,-000003.3
20250120-231623,10,Y,+000003.2
20250120-231623,10,Z,-000005.2
20250120-231623,12,X,-000004.6
20250120-231623,14,Z,-000004.1
20250120-231623,15,Z,+000002.6
20250120-231625,0,X,+000003.6
20250120-231625,0,Y,-000006.9
20250120-231625,2,X,-000004.1
20250120-231625,2,Y,-000003.2
20250120-231625,3,Z,-000003.0
20250120-231625,6,X,-000003.1
20250120-231625,6,Y,-000004.0
20250120-231625,7,X,-000006.3
20250120-231625,7,Y,-000004.5
20250120-231625,7,Z,-000003.5
20250120-231625,8,X,-000002.8
20250120-231625,8,Y,+000003.7
20250120-231625,8,Z,-000003.6
20250120-231625,9,Z,+000003.6
20250120-231625,11,Y,-000002.8
20250120-231625,13,X,-000003.8
20250120-231625,14,Y,-000002.9
20250120-231625,14,Z,-000004.5
20250120-231626,2,X,+000002.5
20250120-231626,3,X,-000002.8
20250120-231626,3,Y,+000004.5
20250120-231626,4,X,-000004.7
20250120-231626,5,Z,+000005.8
20250120-231626,6,X,-000003.5
20250120-231626,8,X,-000005.1
20250120-231626,8,Y,-000002.9
20250120-231626,9,Z,+000003.6
20250120-231626,13,Z,-000004.8
20250120-231626,14,Y,+000002.5
20250120-231626,15,X,+000005.8
20250120-231626,15,Y,-000002.7
20250120-231627,0,X,+000003.6
20250120-231627,0,Z,-000003.1
20250120-231627,1,Y,-000006.1
20250120-231627,2,Z,-000004.8
20250120-231627,4,Y,+000003.3
20250120-231627,4,Z,+000003.1
20250120-231627,5,X,-000003.3
20250120-231627,6,Y,-000003.2
20250120-231627,7,X,+000003.0
20250120-231627,7,Y,+000006.0
20250120-231627,7,Z,-000006.6
20250120-231627,8,X,+000005.3
20250120-231627,8,Z,-000006.7
20250120-231627,10,Z,-000004.1
20250120-231627,11,Y,-000003.2
20250120-231627,12,Y,+000002.8
20250120-231627,12,Z,+000004.2
20250120-231627,13,Y,-000005.1
20250120-231627,14,X,-000005.6
20250120-231627,14,Y,+000003.7
20250120-231627,14,Z,+000003.7
20250120-231627,15,X,-000003.2
20250120-231627,15,Y,+000002.7
20250120-231628,0,Y,+000007.5
20250120-231628,1,Z,+000003.7
20250120-231628,2,X,-000003.7
20250120-231628,2,Y,-000003.2
20250120-231628,3,Y,-000005.2
20250120-231628,4,X,-000002.8
20250120-231628,4,Y,+000003.6
20250120-231628,5,Y,-000003.0
20250120-231628,6,X,+000003.5
20250120-231628,8,Y,+000002.5
20250120-231628,8,Z,-000004.4
20250120-231628,9,Y,+000003.4
20250120-231628,9,Z,-000003.4
20250120-231628,10,Z,+000003.7
20250120-231628,11,X,-000003.2
20250120-231628,12,Y,-000002.7
20250120-231628,12,Z,-000004.8
20250120-231628,13,Y,-000003.2
20250120-231628,14,X,+000004.9
20250120-231628,15,X,-000003.2
20250120-231630,0,Y,+000005.5
20250120-231630,1,X,+000004.9
20250120-231630,1,Y,+000002.8
20250120-231630,2,X,+000004.1
20250120-231630,2,Z,-000005.2
20250120-231630,3,Z,-000003.7
20250120-231630,4,Y,+000004.4
20250120-231630,5,Y,-000002.6
20250120-231630,7,Z,+000003.1
20250120-231630,8,X,-000002.8
20250120-231630,9,Z,-000005.7
20250120-231630,11,Z,-000005.5
20250120-231630,12,Y,+000004.3
20250120-231630,12,Z,+000003.4
20250120-231630,13,X,-000002.7
20250120-231630,13,Y,-000005.1
20250120-231631,0,Z,+000006.6
20250120-231631,1,X,-000004.5
20250120-231631,2,X,+000005.6
20250120-231631,2,Y,-000009.1
20250120-231631,2,Z,-000003.6
20250120-231631,3,X,-000003.2
20250120-231631,4,X,-000005.9
20250120-231631,5,Y,-000002.6
20250120-231631,6,X,+000004.3
20250120-231631,6,Y,+000002.6
20250120-231631,7,X,+000004.5
20250120-231631,7,Y,-000005.3
20250120-231631,7,Z,+000004.3
20250120-231631,8,Y,+000004.1
20250120-231631,10,Z,-000002.9
20250120-231631,12,Z,-000002.8
20250120-231631,13,X,+000006.2
20250120-231631,13,Z,-000002.8
20250120-231631,14,Z,+000008.7
20250120-231631,15,Z,+000003.7
20250120-231634,0,X,-000004.6
20250120-231634,0,Z,-000002.7
20250120-231634,1,Y,-000003.0
20250120-231634,1,Z,-000005.2
20250120-231634,2,X,-000002.5
20250120-231634,3,X,+000006.5
20250120-231634,3,Z,-000002.6
20250120-231634,4,Y,-000006.4
20250120-231634,4,Z,+000003.5
20250120-231634,5,Z,+000006.9
20250120-231634,6,Y,-000003.2
20250120-231634,7,Y,-000004.1
20250120-231634,7,Z,-000004.3
20250120-231634,8,Z,+000003.0
20250120-231634,10,X,-000007.2
20250120-231634,10,Z,-000002.9
20250120-231634,11,X,+000004.6
20250120-231634,12,X,+000004.3
20250120-231634,12,Z,-000003.2
20250120-231634,13,X,-000009.3
20250120-231634,13,Z,-000004.8
20250120-231634,14,X,-000002.8
20250120-231634,14,Z,+000002.9
20250120-231634,15,Y,-000008.9
20250120-231634,15,Z,+000004.1
20250120-231635,0,X,+000007.1
20250120-231635,0,Z,+000003.5
20250120-231635,1,X,+000003.3
20250120-231635,1,Z,-000003.7
20250120-231635,3,X,+000003.4
20250120-231635,3,Y,-000003.6
20250120-231635,4,X,+000003.4
20250120-231635,4,Y,+000002.9
20250120-231635,4,Z,+000004.3
20250120-231635,6,Y,-000004.8
20250120-231635,7,X,-000003.6
20250120-231635,8,X,+000002.6
20250120-231635,8,Y,-000006.0
20250120-231635,9,Y,+000006.9
20250120-231635,9,Z,-000005.7
20250120-231635,10,Z,+000004.9
20250120-231635,11,X,+000002.6
20250120-231635,13,Y,-000004.7
20250120-231635,14,Y,-000002.9
20250120-231635,14,Z,-000002.5
20250120-231635,15,X,-000002.8
20250120-231636,0,X,-000003.0
20250120-231636,0,Z,-000005.8
20250120-231636,1,X,-000002.5
20250120-231636,1,Y,-000004.2
20250120-231636,2,Z,+000002.9
20250120-231636,3,X,-000004.4
20250120-231636,3,Y,+000003.0
20250120-231636,3,Z,+000005.6
20250120-231636,5,Y,-000002.6
20250120-231636,5,Z,+000002.7
20250120-231636,6,X,+000004.3
20250120-231636,7,Z,-000002.7
20250120-231636,9,X,+000003.5
20250120-231636,9,Z,+000003.2
20250120-231636,10,X,+000002.5
20250120-231636,10,Y,-000002.6
20250120-231636,11,X,-000002.8
20250120-231636,11,Z,-000003.1
20250120-231636,13,X,-000003.5
20250120-231636,13,Y,+000005.8
20250120-231636,14,Y,-000002.5
20250120-231636,14,Z,+000003.3
20250120-231636,15,Y,+000004.7
20250120-231637,0,X,+000005.9
20250120-231637,3,Z,+000004.8
20250120-231637,4,X,-000005.1
20250120-231637,4,Z,-000002.7
20250120-231637,5,Y,+000002.8
20250120-231637,6,Z,+000006.4
20250120-231637,7,X,+000002.6
20250120-231637,7,Y,-000004.1
20250120-231637,9,Z,-000002.6
20250120-231637,10,X,+000006.0
20250120-231637,12,X,+000004.3
20250120-231637,12,Y,+000004.7
20250120-231637,12,Z,+000004.2
20250120-231637,13,Z,-000003.2
20250120-231637,14,Y,+000004.1
20250120-231637,14,Z,+000002.9
20250120-231637,15,Y,+000003.5
20250120-231638,1,X,+000002.5
20250120-231638,1,Y,-000003.0
20250120-231638,1,Z,+000003.7
20250120-231638,2,X,-000003.7
20250120-231638,2,Z,-000003.6
20250120-231638,3,Y,-000002.9
20250120-231638,4,Z,-000003.1
20250120-231638,7,X,-000004.8
20250120-231638,7,Y,+000005.2
20250120-231638,8,X,+000004.2
20250120-231638,9,X,+000003.5
20250120-231638,9,Z,+000004.0
20250120-231638,10,Y,-000003.7
20250120-231638,11,X,-000003.2
20250120-231638,11,Y,-000004.3
20250120-231638,13,X,+000003.5
20250120-231638,13,Y,-000003.6
20250120-231638,13,Z,+000004.9
20250120-231638,14,X,+000002.6
20250120-231638,14,Z,-000005.2
20250120-231638,0,X,+000007.1
20250120-231638,1,Z,-000006.8
20250120-231638,2,X,+000003.7
20250120-231638,2,Y,+000003.4
20250120-231638,3,X,+000003.0
20250120-231638,4,X,-000005.1
20250120-231638,4,Y,+000007.1
20250120-231638,5,Y,+000003.6
20250120-231638,6,Z,+000002.5
20250120-231638,8,X,+000003.4
20250120-231638,8,Z,-000003.2
20250120-231638,9,Y,+000006.9
20250120-231638,9,Z,-000009.2
20250120-231638,11,X,+000003.4
20250120-231638,11,Y,-000003.2
20250120-231638,12,Y,+000003.1
20250120-231638,13,X,-000002.7
20250120-231638,14,Y,+000003.3
20250120-231638,15,Z,+000004.9
20250120-231639,0,Z,-000006.2
20250120-231639,1,Y,+000002.8
20250120-231639,1,Z,+000005.6
20250120-231639,2,X,+000004.5
20250120-231639,2,Z,-000004.0
20250120-231639,4,Y,-000002.9
20250120-231639,4,Z,+000002.7
20250120-231639,5,Y,+000004.4
20250120-231639,5,Z,+000006.9
20250120-231639,6,Y,-000003.2
20250120-231639,7,X,+000003.0
20250120-231639,7,Y,-000002.9
20250120-231639,7,Z,-000003.1
20250120-231639,8,X,-000005.1
20250120-231639,9,Y,+000003.4
20250120-231639,9,Z,+000005.2
20250120-231639,10,Y,+000002.9
20250120-231639,10,Z,-000004.1
20250120-231639,11,Z,-000003.5
20250120-231639,13,Z,+000004.2
20250120-231639,14,X,-000003.2
20250120-231639,14,Y,+000003.3
20250120-231639,15,X,-000003.2
20250120-231639,15,Z,+000003.0
20250120-231641,0,X,+000003.6
20250120-231641,1,Z,+000002.5
20250120-231641,2,X,+000009.9
20250120-231641,2,Y,+000004.9
20250120-231641,2,Z,+000004.5
20250120-231641,3,X,-000003.6
20250120-231641,3,Z,-000005.3
20250120-231641,4,X,+000003.4
20250120-231641,4,Z,+000007.0
20250120-231641,5,X,+000004.8
20250120-231641,5,Z,+000003.8
20250120-231641,7,X,+000005.7
20250120-231641,7,Z,+000005.0
20250120-231641,9,Y,-000002.8
20250120-231641,11,X,+000004.9
20250120-231641,12,X,-000003.0
20250120-231641,12,Y,-000004.6
20250120-231641,12,Z,-000002.8
20250120-231641,13,Z,+000003.4
20250120-231641,14,X,+000004.9
20250120-231641,15,Z,-000004.4
20250120-231643,0,X,+000003.6
20250120-231643,0,Z,-000005.8
20250120-231643,1,Y,-000003.4
20250120-231643,2,Y,-000004.4
20250120-231643,3,X,+000005.7
20250120-231643,3,Y,-000002.9
20250120-231643,4,Z,-000004.3
20250120-231643,5,X,+000006.7
20250120-231643,5,Y,-000003.8
20250120-231643,7,Z,+000005.0
20250120-231643,8,X,+000003.8
20250120-231643,8,Z,+000003.4
20250120-231643,9,X,-000004.6
20250120-231643,9,Z,-000005.3
20250120-231643,10,Y,+000004.8
20250120-231643,11,X,+000003.4
20250120-231643,11,Y,+000003.8
20250120-231643,11,Z,-000005.9
20250120-231643,12,Y,+000004.7
20250120-231643,12,Z,+000003.8
20250120-231643,14,Y,-000003.7
20250120-231643,14,Z,+000002.5
20250120-231643,0,X,+000004.4
20250120-231643,2,X,+000007.6
20250120-231643,3,X,-000003.6
20250120-231643,4,Z,+000004.7
20250120-231643,5,Y,-000002.6
20250120-231643,6,Y,-000003.6
20250120-231643,6,Z,-000005.2
20250120-231643,7,X,-000005.2
20250120-231643,7,Z,-000003.1
20250120-231643,8,Y,+000004.1
20250120-231643,9,Y,-000003.6
20250120-231643,9,Z,+000003.6
20250120-231643,10,Y,-000003.7
20250120-231643,10,Z,-000008.0
20250120-231643,11,Z,-000003.1
20250120-231643,13,X,+000002.7
20250120-231643,14,X,-000005.6
20250120-231643,14,Y,-000003.3
20250120-231644,0,Z,-000002.7
20250120-231644,3,Y,+000003.0
20250120-231644,3,Z,-000002.6
20250120-231644,4,X,-000004.3
20250120-231644,4,Z,-000003.5
20250120-231644,5,X,+000002.9
20250120-231644,5,Y,+000004.0
20250120-231644,6,X,-000003.5
20250120-231644,6,Y,-000002.8
20250120-231644,8,X,+000003.4
20250120-231644,8,Z,+000003.0
20250120-231644,9,Y,-000004.7
20250120-231644,9,Z,+000004.0
20250120-231644,10,Z,-000003.3
20250120-231644,12,X,-000002.7
20250120-231644,12,Z,-000002.8
20250120-231644,13,Y,-000004.7
20250120-231644,14,X,-000005.9
20250120-231644,15,Y,-000003.5
20250120-231646,0,X,+000005.1
20250120-231646,0,Z,+000002.8
20250120-231646,1,X,+000008.0
20250120-231646,3,X,-000002.8
20250120-231646,3,Y,-000006.0
20250120-231646,3,Z,-000003.7
20250120-231646,4,X,+000002.7
20250120-231646,4,Y,+000007.9
20250120-231646,4,Z,-000005.4
20250120-231646,5,X,-000003.7
20250120-231646,5,Y,-000005.3
20250120-231646,5,Z,-000004.7
20250120-231646,6,Y,-000004.8
20250120-231646,7,Y,+000007.2
20250120-231646,8,Y,-000004.1
20250120-231646,9,Y,+000003.0
20250120-231646,10,X,+000004.1
20250120-231646,10,Y,-000002.6
20250120-231646,11,Y,-000004.0
20250120-231646,12,X,-000004.2
20250120-231646,12,Z,-000003.2
20250120-231646,13,X,-000004.2
20250120-231646,14,Y,-000004.1
20250120-231646,15,Y,-000004.7
20250120-231646,15,Z,-000006.4
20250120-231647,1,Y,-000004.2
20250120-231647,1,Z,+000003.3
20250120-231647,2,Y,-000003.6
20250120-231647,2,Z,-000004.0
20250120-231647,3,Y,+000004.1
20250120-231647,3,Z,+000004.0
20250120-231647,4,X,-000003.9
20250120-231647,4,Y,-000005.7
20250120-231647,5,X,+000004.0
20250120-231647,6,X,+000003.1
20250120-231647,6,Z,-000004.8
20250120-231647,7,Y,+000003.3
20250120-231647,7,Z,-000003.1
20250120-231647,8,Z,+000006.1
20250120-231647,9,Y,-000004.3
20250120-231647,10,X,+000002.9
20250120-231647,10,Z,-000003.3
20250120-231647,12,Y,+000005.5
20250120-231647,13,Y,-000002.8
20250120-231647,14,X,-000003.2
20250120-231647,14,Y,-000002.9
20250120-231647,15,Z,-000005.2
20250120-231648,0,Z,+000009.0
20250120-231648,1,Y,-000002.7
20250120-231648,1,Z,+000002.9
20250120-231648,2,Z,-000004.8
20250120-231648,4,Y,-000004.1
20250120-231648,4,Z,-000002.7
20250120-231648,6,X,-000003.8
20250120-231648,6,Y,+000008.0
20250120-231648,6,Z,-000002.9
20250120-231648,7,X,+000003.4
20250120-231648,7,Y,-000006.0
20250120-231648,7,Z,-000002.7
20250120-231648,8,Y,-000004.1
20250120-231648,9,X,-000002.7
20250120-231648,10,Z,-000003.3
20250120-231648,11,X,+000004.6
20250120-231648,12,Z,-000005.9
20250120-231648,13,X,+000004.3
20250120-231648,13,Y,-000004.7
20250120-231648,15,Y,-000003.1
20250120-231648,15,Z,-000005.2
20250120-231649,0,Y,+000003.2
20250120-231649,1,X,+000006.4
20250120-231649,1,Z,+000003.3
20250120-231649,2,Z,-000003.3
20250120-231649,3,Y,+000006.1
20250120-231649,4,X,-000003.2
20250120-231649,4,Y,+000003.6
20250120-231649,5,Z,-000003.2
20250120-231649,6,X,+000003.9
20250120-231649,6,Y,-000007.1
20250120-231649,7,Y,+000006.8
20250120-231649,8,X,-000002.8
20250120-231649,9,X,+000002.7
20250120-231649,9,Y,+000003.8
20250120-231649,11,Z,-000006.3
20250120-231649,12,X,+000004.7
20250120-231649,12,Y,-000002.7
20250120-231649,12,Z,-000004.4
20250120-231649,13,Z,+000007.3
20250120-231649,14,X,+000005.7
